"text,label"																					
"""Tiebreaker is H2H this world cup (points scored among teams with the same number of points), which means USA, Mexico and Turkey have nothing to play for last game sadly"",analysis"																					
"""It's because FIFA have changed the rules for tiebreakers. Head-to-head results are now considered before goal difference.Just another thing FIFA have screwed up, in my opinion."",analysis"																					
"""So I watched the replay and I donŐt understand why Australia didnŐt get a penalty when irankunda went up for the header, then the defender pushed him and the ball just falls straight onto the Americans arms. ItŐs not a natural position since heŐs pushing t"	he opponent	and the	ball	had	be	en	skied	so	not a	d	efl	ectio	n.	I	t	hi	nk	the	on	ly	"reason it wasnŐt given was because no one appealed"",analysis"
"The new rule change of not playing the ball out when a player goes down injured is such a refreshing change. It has made so many players look like idiots and the game flows so much more.,analysis"																					
"""It's not a blanket ban on covering your mouth, it's just to stop lads chirping at each other with their mouths covered, they can still talk between teammates"",analysis"																					
"""I will never understand why so many people say that """"Belgium 2018 underperformed"""" or """"Roberto Martinez wasted Belgium's golden generation"""". Losing 1-0 to that stacked France team is hardly a failure for a country like Belgium that isn't exactly a power"	house. I do	n't rate	Mart	inez	as	a	coach	bu	t gett	in	g t	o the	s	em	i-	fi	na	l wa	s t	he	best Belgium could have hoped for.
""",analysis"																					
"""France got a bit unlucky with their midfielders..Pogba was supposed to be one of the best midfielders of his generation, Tolisso was doing amazing at Bayern until the injuries started (and he's still good, but not as good as he could've been)."																					
""",analysis"																					
"""Fun fact - the last 48 team tournament FIFA had was the U-17 World Cup in 2025, and it featured a different knockout bracket format."																					
																					
"In that iteration, they ranked all 32 teams who qualified (12 group winners, 12 runner ups, and 8 third placers) in order of points and GD. From there, it was a seeded knockout tournament that was formated so 1st place in that big table would play 32nd. 2nd"	played 31s	"t, 3rd p"	lays	30th	", e"	tc	all t	he	way do	wn	to	15th	p	la	yi	ng	1	6th.	""",a"	na	lysis
"With the lack of creativity Uruguay has in the final third I wouldn't be surprised to see cape Verde getting a draw,analysis"																					
"""I just got a chance to watch the highlights of Ecuador-CuraŤao."																					
																					
"I feel like both teams can hold their heads up high. Ecuador (unlike Turkey the previous day) kept their discipline. They created enough chances to win, but were let done by a past-it striker and the performance of a lifetime from CuraŤaoŐs keeper. CuraŤao,"	"meanwhile,"	defende	d sto	utly	an	d	create	d a	handf	ul	of	legi	ti	ma	te	c	ha	nces	of	t	"heir own. ItŐs a shame weŐre unlikely to see much more of either team."",analysis"
"""Neuer 2014 just for that Algeria game, although he was quality against France too. Buffon 2006 and Casillas 2010 were just as quality conceding only 2 all tournament but Spain and Italy were pragmatic and not as explosive as Germany which probably helped a"	little?																				
""",analysis"																					
"""Usually they're healthy enough to be able to play but the more wear and tear the more pain or in extreme cases, a risk of aggravation of the injury. The 60 minutes is little more than an estimate of how much punishment he can take"",analysis"																					
"Good midfield selection by DLF. Im was concerned he might pick ruiz again but yeah olmo is a better choice. Baena though? Idk letŐs see how it goes. Everything else seems good,analysis"																					
"The only one in the FIFA Rankings top 10 they are maybe better than is Belgium and they are 10th. But that would be a full strength Japan I think. With Mitoma Endo etc.,analysis"																					
"""That Ueda header for JapanŐs fourth is an exceptional finish. CanŐt tell you how hard that is. So precise and so controlled. That was his second goal of the night too, with a brilliant assist also. Well played lad."",analysis"																					
I absolutely despise how the extra ad breaks reset the flow of the game. Both times in the germany match yesterday it was so extreme. Weather was nice. No one needed hydration breaks. They simply decided to make football a game of four quarters just to gene	rate more a	d revenu	e and	I h	ate	e	veryth	ing	about	i	"t,a"	nalys	is								
"Idk how theyŐll do against a competent defence. I thought they struggled to create much against Japan until a Van Dijk set piece opened the game up,analysis"																					
"""Aside from the red I thought Nathan Ngoy had a great game against aus tbh, first time watching him and he looked absolutely immaculate on-the-ball (bar the obvious mistake)."",analysis"																					
"The worst World Cup team in the 21st century is 2002 Saudi Arabia who lost all 3 games while scoring 0 and conceding 12. Tunisia after their game against Netherlands might be in that territory. I could see them giving up 6 to the Dutch.,analysis"																					
"""Salah mentioned that they needed it for the first game, as it really was really hot in an open air stadium during the middle of the day. Having a water break inside the air cooled stadium in Houston however, maybe that's not really needed."",analysis"																					
"""So assuming The Netherlands tally a big score against Tunisia, going for a draw is probably safer for both the other teams than risking it for the win. The GD gap will probably be a bit big for Japan to catch up and a draw guarantees them second place anyw"	"ays."",analy"	sis																			
"""This format appears to be shaping up to a relatively uneventful final match day with lots of groups having a team locked into first or last already. IŐve enjoyed the expanded tournament a lot, but the 3rd place qualifiers + the H2H tiebreaker take a lot of"	sting out	of the g	roup	stag	e.	As	much	I n	ormall	y	hat	e how	t	he	y	ke	ep	exp	and	in	"g everything, I think theyŐd be better off expanding to 64 teams for the sake of the tournament format. ThereŐs enough decent teams who didnŐt quality to fill out a good field at that size, and the CuraŤaoŐs and Cape VerdeŐs of the world have proven that they can keep things competitive from time to time."",analysis"
"i dont get mediaŐs obsession with SanŽ when Wirtz and Musiala have not been much better. iŐd rather bench one of them for Undav than bench SanŽ and move one of them to the right,analysis"																					
"""Yamal starts and Pedri plays as a central midfielder and Spain looks good again, who would have known"",analysis"																					
"""He would have made the difference vs Cabo Verde, i'm certain of it. He's the only player with that level of directness in the Spain squad. Hopefully his absence doesnt come back to haunt them in the knockouts"",analysis"																					
"""Yes, we are playing with wing players, it's a Big difference from last game. Maybe they learned something..."",analysis"																					
"DidnŐt even glance at him. Had no idea where he was and the other guy tries to cover but its too late.,analysis"																					
"Oyarzabal needs to be in space like that making runs. HeŐs a lively player not someone that can live in the box.,analysis"																					
"To be fair having Gavi and Ferran Torres as your wings is terrible for any offensive team.But Yamal the best winger in the world. So makes sense he changes up things.,analysis"																					
"""Saudi left back went to sleep, the rest of the back line was together, that player was ball watching...."",analysis"																					
"""Last game Oyarzabal played bad. What a pass, 90% of the goal belongs to him."",analysis"																					
"Really need these guys to stop sliding on their knees on the temporary grass pitches... they don't retain the moisture the way the outdoor ones do and someone is gonna get hurt.,analysis"																					
"That subtle fake cut that freed him from his defender was really great. I really thought he was going to make a cut there like messi would.,analysis"																					
"""Atleast Spain created chances that were saved by Vogoat, we were just playing passing simulator"",analysis"																					
"Why Ecuadorians were always shooting straight at the goalkeeper? All 15 shots. That's some low quality striking.,analysis"																					
Everyone complained about the 48 team expanded format and the drop in quality and the fact that nations like Italy and Denmark couldn't make the cut but Curacao and Cabo Verde did. And here we are. We'd never have had these incredible results if Italy and D	enmark had	been giv	en sp	ots	ove	r	these	lit	tle na	ti	ons	. It'	s	de	fi	ni	te	ly n	ot	th	"e highest level of football but damn if this isn't what the World Cup is about. These fan and these nations will never forget these results or these performances.,analysis"
"""Germany might just rest everyone, and still they'll beat ecuador. if Ecuador plays like this, they'll lose and not score a goal. whereas if curacao wants to pull off the improbable, they need to defend and score when given the chances"",analysis"																					
"""Caicedo literally just stands 15 yards from the opponent's penalty box anytime Ecuador has the ball in the box or around the box. He wins the ball when it comes out, yes. But the dude can score goals slightly further forward."",analysis"																					
"""Lamine won the euros being a playmaker, he's more of a playmaker than a goalscorer"",analysis"																					
"""Playmakers are obviously more important than a goalscorer, but you need both to be consistently successful."",analysis"																					
"I think it was to bruno because ronaldo's leg went too far back or maybe a direct shot would have worked too,analysis"																					
"""Henry ripped Ronaldo in the post game broadcast. Said that most strikers would run towards the goal and leave the path open for Bruno, but because Ronaldo wants to score himself, he stayed for the back pass."",analysis"																					
"""I get everyoneŐs annoyed but 99% of players try to shoot in RonaldoŐs position. I actually think Bruno might be in the 1% that let it roll past him."																					
""",analysis"																					
"""Obviously better if Bruno got that watching in 3d, but nobody assumes there's another player behind them and lets it pass."",analysis"																					
"""When CR7 was performing and in his peak, his ego pushed him to do better. But at this age, his body can't support his ego, and his hampering his team. He should agree to be a sub."",analysis"																					
"Rightly so. Portugal should have been 2-1 up if Ronaldo just let the ball roll into Bruno's feet where it was going. Bruno was unmarked and had a clear shot on goal. Ronaldo was running the wrong direction.,analysis"																					
"""Bruno played like shit today as well, they looked like they started playing today as a team. Bunch of strangers it looked like. Maybe Martinez should have used those friendlies to try this starting 11 instead of using random players that he will never use"	and ended u	p not ca	lling	lik	e P	al	"hinha,"	Pa	ulinho	e	tc.	".."",a"	na	ly	si	s					
"Bruno was atrocious this match. Ronaldo had zero service. Midfield and defence were side passing the whole game.,analysis"																					
"""You joke, but it might very well be. Substitutes have been making the difference in a lot of games with how many stoppages there are."",analysis"																					
"""No. Sweden attack is good, but their defense is really bad. They will get cooked by good teams, just like the game with Netherlands."",analysis"																					
"Team USA becomes the second team to qualify for the Knockout stages after defeating Australia 2-0,informational"																					
"[Official] Spain 0-0 Cabo Verde is the first goalless draw of FIFA World Cup 2026,informational"																					
"""Wait, I don't get it. Why are Haiti and Turkey already considered officially eliminated? Whether they can actually do it or not, isn't it mathematically possible for them to still finish 3rd in their respective groups, or am I missing something here?"",info"	rmational																				
"""What's your ideal final?"																					
																					
I feel like Argentina vs France (2022 Rematch) or Argentina vs Brazil (unlikely) would be great																					
																					
""",informational"																					
"""After the USA-AUS game ended, a man in a suit was shown talking to the ref team. He didn't look happy with the main ref who had a cramp at the end, almost berating him for something? Maybe that he should have subbed himself immediately or something like th"	at would be	my gues	s? An	yone	kn	ow	what	was	going	o	n t	here?	""","	in	fo	rm	at	iona	l		
"Is there an explanation as to why Qatar and Saudi Arabia do well in AFC competitions but are awful in World Cup whilst Japan and South Korea donŐt dominate (of course they still do good) in the AFC despite being better at the global stage?,informational"																					
"Is Doku expected to miss the rest of the tournament for the whole childbirth thing? Or just a couple of games?,informational"																					
"""This world cup has the most teams of any men's tournament to share a head of state, with Charles III king of England, Scotland, Canada, Australia & New Zealand, plenty others with 4. 2019 women's one had 6 though, Elizabeth II Queen of England, Scotland, C"	"anada, Aust"	"ralia, N"	ew Ze	alan	d &	J	amaica	""",i"	nforma	ti	ona	l									
"""Am I going insane or have hydration breaks been a thing for a while? All this hydration break talk like it's ruining the game, but I'm sure for a fact I remember there being these kinds of breaks at other tournaments. I want to say Qatar 2022, Copa America"	"2024, Mayb"	e Club W	orld	Cup	too	?	What m	ake	s thes	e	one	s dif	fe	re	nt	f	ro	m th	e o	th	"ers? I always remember it being called """"cooling break."""" I don't remember any sort of outrage about it back then"
																					
""",informational"																					
"""What do you think has been the best goal of the tournament so far? Feel like there haven't been that many absolute bangers"																					
""",informational"																					
"In your opinion do you think some team can sneak in top 8 third place with 2 pts or bare minimum 3 needed?,informational"																					
"""So just wondering, still nothing is gonna happen to Celtic for their fans coming on the pitch and assaulting Hearts players?"																					
																					
""",informational"																					
"""I've been struck by how many braces we've seen so far during the tournament. Four yesterday: Brobbey and Gakpo for Netherlands, Undav for Germany, and Ueda for Japan."",informational"																					
"""What is the reputation of DLF among Spanish fans right now? Obviously he won the Euros with Spain, but I notice a lot of criticism of him recently?"",informational"																					
"The funny part is that Nigeria failed to qualify because they failed to beat similar teams,informational"																					
"there are more group stage games in this world cup than there were games in total in the last world cup (72 vs 64),informational"																					
"Worst player to score a hattrick against a somewhat respectable opponent,informational"																					
"Steven Naismith scored a perfect hat trick for Everton against Chelsea after coming on as a sub.,informational"																					
"""For those who have actually attended the matches, what exactly happens during the hydration breaks in the stadium?"",informational"																					
"""How are the match timings working out for you?"																					
																					
"Here in HK, main start times for matches are 1am / 3am / 6am / 9am so far."																					
																					
"Not ideal but the last world cup was literally perfect for me so can't complain much."",informational"																					
"""Here in Germany, I can and will basically only watch 2-3 matches any given day."",informational"																					
"""Whichever team gets 2nd place in Group F will likely have a hell of a bracket. RO32 - Moroco/Brazil, R016 - France/Norway & QF - England."",informational"																					
"Is Japan a top 10 national team in the world currently?,informational"																					
"""How often does infantino travel, feel like i have seen him at every game?"",informational"																					
"Who do the Chinese cheer for in the WC since they never qualify for it?,informational"																					
"Name a random player from 20 years ago (thatŐs 2006ish for those who refuse to accept the passage of time) who was decent but few youths today would probably recognise the name.,informational"																					
"""The """"hydration break"""" gets loud boos on every single ground. And yet the comms have to keep up the party line and not question. Do the players really want this as well?"",informational"																					
"""Some players have questioned it as well. Van Dijk said they were unnecessary at every game. Bielsa is very vocally against it as well"																					
""",informational"																					
"""anyone else been watching the lower league stuff recently? sometimes those matches are more entertaining than the top flight, end to end with no one parking the bus for 90 minutes."",informational"																					
"""That's Youri Djorkaeff, World Cup and European Championships winner. Legend and absolute baller."",informational"																					
"""ThatŐs Djorkaeff, he was a striker for France in the 1998 World Cup winning team"",informational"																					
"""Dude itŐs Djorkaeff. Put respect on his name , this guy won the World Cup in 1998. He can snooze all he wants"",informational"																					
"South Korea is most likely to finish as 2A and play 2B which is Canada or Switzerland. Dont think South Korea vs Japan is possible,informational"																					
"Ronaldo fans thinking they drew because Bruno didnt pass the ball to Ronaldo enough lmao,noise"																					
"""Like primary school football, the keeper is allowed to handle the ball anywhere in their own half."",noise"																					
"""Some people say us Europeans canŐt handle the heat in the US but itŐs hotter here right now than in the Southern US I think with mad humidity. And weŐre rawdogging that shit without AC for the most part even though ACŐs are getting more popular."																					
""",noise"																					
"""Out of owen goalŐs 8 wc goals so far,5 of them were against arab teams. Do you see what im seeing?"",noise"																					
"Half the people here werent even born in 2010 let alone 2006,noise"																					
"Hydration breaks or as I like to call them: mini retirements.,noise"																					
"Working in a cramped kitchen with no Aircon on father's day while it's pushing 30c+ outside. Where's my Tri hourly hydration break,noise"																					
"""Why does the Dutch King look so """" young"""" , compared with other Northern European Monarchs?"",noise"																					
"""yamine lamal, yamal lamine, yalamine yamal, do you see what i'm saying?"",noise"																					
"spain up next. remembering that guy calling him Owherezdabal in that match thread and chuckling.,noise"																					
"""I feel like I can call you Erling because you and me are so much alike. I would love to meet you someday. It would be great to have a kick around. I know I can't jump as high as you, but I think you'd be impressed with my speed. I love your hair. You run f"	ast. Did yo	u have a	good	rel	ati	on	ship w	ith	your	fa	the	r? Me	n	ei	th	er	"."""	",noi"	se		
"""In rock, paper, scissors fashion, rising sun beats crescent moon."",noise"																					
"Nice bait.,noise"																					
"""ItŐs kappa logo , quite shit"",noise"																					
"""lmao, he brought this on himself."",noise"																					
"good night __,noise"																					
"LOL,noise"																					
"hahha,noise"																					
"no way ,noise"																					
"I thought,noise"																					
"hurray,noise"																					
"won ,noise"																					
"yes ,noise"																					
"told ya,noise"																					
"This game is cooked,noise"																					
"Never watching this again,noise"																					
"How is this football,noise"																					
"This ref needs glasses,noise"																					
"Pain.,noise"																					
"lol,noise"																					
"That hurts.,noise"																					
"That hurts hahahhaha,noise"																					
"lol hshhahaha,noise"																					
"USA Turkey ticket scalpers absolutely in the mud,opinion"																					
"This Turkey performance reminded me of 2022 and 2018 spain but worse,opinion"																					
"""ItŐd be great to have another World Cup final without European teams, the only one ever was Uruguay vs. Brazil in 1950. If not, a final between two teams that have never won it, like the Netherlands vs. Portugal, would be great too."																					
																					
""",opinion"																					
"""IŐm in love with that Saibari goal, proper world cup goal. Rest of the match was dire though"",opinion"																					
"""I know this is a weird complaint but one thing I dislike about the expansion is that getting out of groups is now as good as making it to the WC in the first place (top 32). And that's ignoring how much weaker the groups obviously are."																					
																					
"Seeing these group stage / advancement stats bothers me when things are this severely out of balance compared to the past."",opinion"																					
"""I went to my first ever World Cup game yesterday in Atlanta and even though the game was boring, the vibes before and after the game were amazing. Bafana Bafana fans showed up in big numbers and everyone had a great time. There really is nothing like the W"	orld Cup.10	/10 expe	rienc	e.																	
""",opinion"																					
"""I am watching the game in a pub and some of my fellow americans have no idea what an offside is lmao."																					
""",opinion"																					
"""Talksport needs to calm down. Heard both Scotland and Australia described as dark horses today"																					
""",opinion"																					
"I think the British media is overhyping Scotland partly to compensate for previous criticism of ignoring them.,opinion"																					
"""i really like this 48 teams format because i think that countries like curaŤao, haiti etc being able to enjoy this event for the first time is massively worth the quality of individual games dropping a bit"",opinion"																					
"""Well i know it's two games in, but after seeing video of the Dutch fans, the fact they have three Liverpool players and fact that my own nation didn't qualify I have decided to support Netherlands in this World Cup."",opinion"																					
"90% of group games so far have been parking the bus team vs 80% possession team,opinion"																					
"""Reading up again the battle of Lusail wikipedia article, goddamn the dutch may be some of my favourite europeans. They really have balls and I rate them, I could see them be champions with some luck (which is always needed obviously)."",opinion"																					
"Quickly losing interest in this group stage. All been far too easy for the favourites. At least we should get some cracking knock-outs though.,opinion"																					
"""IŐm surprised none of the other 3 games are featured on the main Fox channel today but this lopsided match"																					
																					
""",opinion"																					
"""There are only 2 men I've seen bring a ball down from the sky onto their chest the way Chris Wood does."																					
""",opinion"																					
"My god! If NZ somehow get a result against Egypt or Belgium things could get spicy!,opinion"																					
"Jordan v Algeria at 3.30am is going to be a particularly tough sell for ITV. That's for diehards.,opinion"																					
"""The closer September comes, the bigger despair I feel when it comes to transfers."",opinion"																					
"""Keep Belgium outta pot 1 from now on. I donŐt care how easy they walk qualifiers. ItŐs time to stop these shenanigans, no more easy Belgium draws"",opinion"																					
"""I feel we are entering an era of erratic football, too many keepers saving dozens of chances per match can't be only atributed to their skill."",opinion"																					
"I have nothing against Belgium as a nation but there is something quite satisfying about seeing their national team step on every rake in their path.,opinion"																					
"Seems to be an unpopular opinion but getting a card just for covering mouth while talking to your opponent feels like game's gone,opinion"																					
"""If Australia and New Zealand finish their groups second they will play off in the R32 knockouts"																					
																					
The game will be an absolute shitshow and as an Aussie I'm all for it. At least one of us would make it through																					
																					
""",opinion"																					
"""Still canŐt believe a team with a PSG, Chelsea, Arsenal player are relying a guy who is on Huracan to save them against the mighty CuraŤao"",opinion"																					
"A new low social media has hit is that Ronaldo fans are commenting on Diogo Jota's wife's posts saying pass it to Ronaldo.,opinion"																					
"""The commentary for Adingra's mistake where he shouted """"why did he not hit it!?"""" is my favourite so far."",opinion"																					
"Sweden used to be a proud 4-4-2 low block nation. You would never see us concede five in the 90s or 2000s,opinion"																					
"Yall arenŐt ready for this conversation but Norway is the true dark horse of this WC,opinion"																					
"""Turkey was the dark horse for a number of tournaments, look how that turned out"",opinion"																					
"""Went to the Boston sub to see how they thought of the Scottish fans, and man, they're really getting ready to give a bad welcome to the English ones. Hopefully it will still be good vibes and not representative."",opinion"																					
"We need Turkey vs Tunisia to see if Turkey can score,opinion"																					
"""Since the FIFA Peace Prize award, IŐve genuinely lost the meaning of the word Ňpeace.Ó Every time I hear it now, I just laugh."",opinion"																					
"if the 115K stadion that Morocco build for the world cup that they dont really need wont host the final that would be a huge failure on their part,opinion"																					
The pro Alexi bots on social media are hilarious. Does he appeal to NFL fans that don't watch soccer? Because no one that i know that watches soccer ever wants to hear anything that Alexi has to say. He should hold his head high though! We also biked Elmo i	nto support	ing the	USMNT	aft	er	th	e Knic	ks	snafu	"__,"	opi	nion									
"Bayern should buy Undav and put him on the bench.,opinion"																					
"IŐm watching this Netflix series called ŇBrazil Ô70: The Third StarÓ and I have to say Brasil has lots of legendary players.,opinion"																					
"I would forfeit the 3rd game tbh. 9-1 on aggregate when playing the supposedly 2nd and 3rd best teams in the group (I know Japan and Netherlands are similar strength).,opinion"																					
"""stating the obvious here but argentina would be the most hated country if messi didnt exist"																					
																					
"the amount of positive pr messi has created is insane"",opinion"																					
"really think there aren't any great passers among the young generation of footballers. all creative players these days rely more on carrying the ball. who's gonna be the best bruno or kdb?,opinion"																					
"""I'm jealous as hell watching Curacao, Cape Verde and DR Congo taking their first ever World Cup points. We ain't getting that point vs France tomorrow, but maybe we get lucky and finally steal a draw vs Senegal"",opinion"																					
"""kinda funny that the """"movement"""" itself was commenced by a mid English prospect but the popularity got caught in Germany for some reason, many English fans here didn't know about the existence as well"",opinion"																					
"iŐd heard of it because weŐve got a few players that regularly share their posts. feels really gross taking a closer look at it,opinion"																					
"""I mean, Christians are walking contradictions often enough, so I'm not surprised, but it's a bit funny considering Jesus allegedly (as in, if you believe what's written in the Bible is his word) explicitly warned against these forms of performative piety."	As a German	"though,"	the	cogn	iti	ve	disso	nan	ce to	be	ha	ppy w	e	go	t	Nm	ec	ha p	lay	in	"g for us in a sporting sense, but at the same time being disgusted by his homo- and transphobic comments in the past, is unreal."",opinion"
"Puma kits and jerseys for African teams are quite good,opinion"																					
""""																					
"If you named 10 current world class defenders, I bet people would argue the toss about half of them."",opinion"																					
"""ItŐs mad to think that Liam DelapŐs hamstring injury in August last year has led to Brian Brobbey scoring a World Cup brace for the Netherlands. I love a good butterfly effect."																					
""",opinion"																					
"""Group stages so far have many nice goals, performances and moments but not much drama. Neither boring nor special. Solid 7"",opinion"																					
"Some 3rd placed teams will be getting an easier match up. This is ridiculous.,opinion"																					
"""It's difficult to root for underdogs when their universal tactic when they get a lead is to dive, injury feign and time waste. Nothing romantic about that shit."",opinion"																					
"""Turkey should be so much better at football than it is... No hate, but it's incredible the size of Turkey, and how bad you guys are at football both now and historically."",opinion"																					
"The more games are finished in the 2nd round of group stage the more I dislike H2H rule having a precedence over GD.,opinion"																					
"""Some fans, presumably new ones, seem to take issue with the Ň100% of the ball over 100% of the lineÓ law."",opinion"																					
"Me just realising the argument about 16 groups of 3 was nothing to do with dead rubbers and just FIFA wanting to sell more tickets,opinion"																					
"I have zero desire to watch that Spain team play football again. If Yamal doesnŐt start IŐll just put it on once heŐs subbed on I think.,opinion"																					
"I've started trying to get my boy properly into sports and we're gonna watch half an hour of the Spain game this evening. I fear this may be fatal for my long term plans.,opinion"																					
"""There was a conversation between Gavi and Lamine , and Gavi was like Ňthe youngest Spanish player to score in a world cup is me , you will never have itÓ , so Lamine reply with Ňoh yeah? how about youngest one to score a hat trickÓ"",opinion"																					
"That's what you get when you put a natural LW and a natural RW at those positions and Pedri at the midfield. HELL YEAH,opinion"																					
"The difference in their performance with him on the pitch. An 18 year old being your go to man is absurd.,opinion"																					
"I find it kind of weird to message random people to just go out with you for dinner just because they are famous.,opinion"																					
"portugal and spain play with no urgency and get surprised why they cant create chances lmao,opinion"																					
"The amount of idiots acting like Ecuador was going to absolutely destroy them is hilarious to me.,opinion"																					
"""As someone who only watches soccer every 4 years, for a 0-0 draw this game was actually a banger. So many chances, so many clutch saves by the keepers"",opinion"																					
"""Curuc‹o deserves some serious praise but as someone that wanted Ecuador to thrive this wc, that match was brutal to watch"",opinion"																					
"Brooooo IŐm so upset at this performance Ecuador is cooked there is no way they are scoring on germanys defense as a Ecuadorian myself IŐm big sad tonight,opinion"																					
"It's madness for me from a Colombian. I did not even watch the game as I assumed Ecuador would have crushed Curacao with ease. When I turned back it was so shocking. If you couldn't even break down Curacao then how would you even do it versus Germany?,opini"	on																				
"if curacao can play like this against Ivory Coast There could be a chance of making round of 32 That would be insane. They have their goal and their point. Time to play all or nothing,opinion"																					
"""If you asked a Curacao fan after the draw - Germany, Ivory Coast & an Ecuador side unbeaten since 2024 - would they be happy with a goal, a point and still be in it with a group game to go, they'd snap your hands off."",opinion"																					
"""CuraŤao I really have to apologise I didnt know your game. I thought the vibe is just """"we're just happy to be here!"""" but man you guys have the fight and really didnt give up. That what makes it all the more special."",opinion"																					
"""Honestly it was a frustrating game. Amazing work by the Curacao keeper, but the amount of poor crosses by Ecuador pmo"",opinion"																					
"Pretty sure Ecuador is cooked. They cant score for shit and now are in a must win situation vs Germany __,opinion"																					
"This tournament is hopefully going to inspire thousands of aspiring goalkeepers from smaller nations.,opinion"																					
"""I'm sorry but this was the alleged """"future world class team"""" Ecuador that people were going on about a few years back?"",opinion"																					
"Still can't believe how poor Ecuador was in this World Cup. I was sure they'd reach the Ro16 at least.,opinion"																					
"The only sliver of hope is Germany putting full reserves playing at half speed due to already been secured 1st.,opinion"																					
"I was going to give this game a miss but I'm grateful to witness the majestic performance of Big Man Room,opinion"																					
"Curacao fans were brilliant when we played them at Hampden before the tournament. Delighted for them and wee Dick as well.,opinion"																					
"If you are at 18 being asked if you feel pressured by absolute alien footballers you are in a good position,opinion"																					
"""mbappe and messi seem like the same generation to yamal, at some point everyone is just an old guy"",opinion"																					
"All else being equal Spain seem to be in a much better collective mental state following the first matchday than Portugal,opinion"																					
"""everytime I listen to his interviews.. He never admires messi or other players not like Messi did when he was 18... Watch him how amazed he was by players like Ronaldo, Xavi, Eto, Puyol etc.."",opinion"																					
"Maybe he should start caring a little bit more. He should know better than anybody that this sport is fueled by recency bias.,opinion"																					
"""Cristiano RonaldoŐs World Cup performances really are the bane of his existence. He never performed as well as he did in Madrid, and a lot of times it seemed Portugal did well in spite of him."",opinion"																					
"""Incredible defending by Ronaldo there, if he doesnŐt get a touch Bruno surely score"",opinion"																					
"Bro I know this Portugal squad is irritating MAD Ronaldo is playing 90 minutes every game. he is a LIABILITY.,opinion"																					
"""After what Messi did yesterday, this is the only possible outcome for Ronaldo in this Portugal side"",opinion"																					
"""How come a leader like Bruno Fernandes accepts this nonsense. Honestly I expected more from him as a leader. Speak out, take the free kicks once and for all, shout at Ronaldo. It's his duty at this point"",opinion"																					
"Nobody will notice I'm actually insanely terrified of Messi being eliminated by CR7 in the quarter-finals.,opinion"																					
"""I said here a few weeks ago he's holding this team back and got told to """"Put the fries in the bag."""" I can't even lmao."",opinion"																					
"""For how talented Ronaldo is and how accomplished itŐs crazy how selfish he can be. A lot of other great players would love to dummy the ball and set up their teammate to make the finish, purely for the beauty of the game. Ronaldo just cares about getting t"	he goal mar	ked on t	he st	at s	hee	"t"""	",opini"	on													
"The team's culture has to be so that nobody can get rid of Ronaldo despite being a generational hurdle to Portugal winning another trophy. They have a legitimate opportunity to win any tournament they're in if they don't start him.,opinion"																					
"""Could have been a Lukaku-Chadli moment to win the game, albeit not as dramatic."",opinion"																					
"""The thing here is they donŐt respect CR7 and their choices on the pitch like Argentine team does with Messi. If Messi do something is because he has their own reasons, no question about it. Well Portugual team looks like they donŐt agree with CR7"",opinion"																					
"""ronaldo is honestly so shit, Portugal would have been better off if Fifa had decided to let him serve his punishment for getting sent off against us"",opinion"																					
"""Iam telling if that PERSON doesn't start to play selflessly & intelligently, the max they can go is quarterfinals with a potential once in a generational WC winning squad !"",opinion"																					
"Man Ronaldo is a complete liability for this team,opinion"																					
"""Ronaldo is a legend, was a great player a few years back but now it's just sad how he's holding Portugal back. It was already the case in 2022, but it's worse now."",opinion"																					
"""Bruno will be 35 next cup, this might be this team's only chance at winning the world cup for quite some time. Bench that manchild."",opinion"																					
"Ronaldo my man please check your surroundings and try to make it easier for everyone involved u greedy bastard lol.,opinion"																					
"Ronaldo thinks itŐs always about him so of course heŐs going to do this. DoesnŐt care that heŐs a washed 41 year old,opinion"																					
"""He should be suspended, but """"Johnny"""" infantino over turned his two game suspension. I'd say Martinez was secretly fuming."",opinion"																					
"""9 goals in the last 8 matches for Undav. Julien, start my man."",opinion"																					
"You think He works as a sub because he is not being started ever__. Thats like mbappe only ever being subbed in and You saying well he works as a joker sub,opinion"																					
"Huge victory by Japan. I thought Tunisia would play a cagey game but they couldn't succeed even at that,opinion"																					
"JapanŐs chant is very catchy and I respect the fact I canŐt recall a moment of the game where they werenŐt singing,opinion"																					
","																					
","																					
","																					
","																					
","																					
","																					
","																					
","																					
","																					
","																					
","																					